id,x,y,timestamp,severity,speed_limit,weather,road_state
26391,131.41059312542,85.839351256444,1432653960,1,70,0,0
26393,131.407407335766,85.8462899635693,1431321000,1,50,0,0
26394,131.346733962123,85.8349641458514,1430840700,1,0,0,0
26395,131.470451551478,85.8366140813277,1431041100,1,90,0,0
26396,131.251246579613,85.984228807463,1463912100,1,50,1,1
26397,131.125061717346,85.9969702069181,1463673960,1,70,0,0
26398,131.183780202052,85.4747774763139,1401282960,1,50,0,0
26399,131.159541762666,85.5093412059012,1400672700,1,50,0,0
26400,131.187412499751,85.4782063938827,1400514480,1,70,0,0
26401,131.209452881543,85.5103340412224,1400408700,1,50,0,0
26402,131.183492008333,85.4826193368215,1399383900,1,50,0,0
26403,131.188873288691,85.4729152169308,1400605860,1,50,0,0
26404,131.212185568626,85.4798215364311,1399389780,1,70,0,1
26405,131.209820588343,85.480189971146,1401713340,1,70,0,0
26407,131.195789482396,85.4613168918046,1400225400,1,70,0,0
26408,131.210117305241,85.4468103307765,1400356800,1,50,0,0
26409,131.201971472728,85.481366410759,1398249300,1,70,0,0
26410,131.207343628201,85.5221823207796,1400324880,1,70,0,0
26412,131.202893931562,85.4401374750123,1400481000,1,70,0,0
26413,131.193242884267,85.4342815816349,1400514300,1,50,0,0
26414,131.163176462127,85.4897588240301,1400478900,1,50,0,0
26416,131.162256003199,85.5080932738457,1400781900,1,50,0,0
26417,131.510620331863,85.9173473327969,1432812660,1,30,0,0
26418,131.107364991497,85.9823593108243,1462262700,1,50,0,0
26419,131.203164168525,85.4432131866443,1400062800,1,50,0,0
26420,131.51181156453,85.9204670009235,1431364140,1,30,0,0
26422,131.174912676184,85.500060394477,1399805340,1,50,0,0
26423,131.524655665134,85.9335989207784,1432906200,1,90,0,0
26424,131.224443542333,85.4385444691127,1399977000,1,90,1,1
26425,131.486260385704,85.9079585827756,1431928380,1,70,0,3
26427,131.162642412665,85.4975036808501,1400481780,1,50,0,0
26428,131.218737088079,85.486684931742,1401344100,1,70,0,0
26429,131.550542677553,85.8983257292751,1431238140,1,50,0,0
26431,131.516440829974,85.908967915184,1432728600,1,50,7,5
26432,131.503849092529,85.9118292475121,1432197000,1,50,0,0
26433,131.18396713742,85.4805530681403,1399364520,1,50,0,0
26434,131.504322791572,85.9137902959246,1431441900,1,50,0,0
26435,131.497187371668,85.9133063801794,1431327960,2,50,0,0
26436,130.943755270076,85.8895573399941,1464151200,1,70,0,0
26439,130.945640879572,85.8894453141455,1462955520,1,70,0,0
26440,130.979974580009,85.9169444363681,1462388040,1,50,0,0
26441,131.280233409971,85.8189329907237,1431821700,1,50,0,0
26442,130.871569786791,85.9774403080302,1462741500,1,50,0,0
26443,0,0,1432563540,1,0,7,5
26444,131.197702494238,85.3682578185374,1401280800,1,50,0,0
26447,130.961263428337,85.8418118586761,1463239800,1,50,0,0
26448,131.434935850234,85.6993698460432,1431020580,1,50,0,0
26449,131.422884160565,85.7422101252823,1431724500,3,70,0,0
26451,131.417331106624,85.7432517504281,1431280260,1,70,0,0
26452,131.465214466314,85.6938926367633,1431957600,1,50,0,0
26453,131.436978122783,85.7021477976677,1432739220,1,70,0,0
26454,131.488254700026,85.7211989765471,1432130340,1,50,0,0
26455,131.431870244146,85.705356474964,1431616200,1,70,1,1
26456,131.422912017623,85.7134635731296,1431512040,1,50,0,3
26457,131.465811176658,85.7290150791928,1430835060,1,70,0,0
26458,131.029310878171,85.8486325616722,1462288800,1,30,0,0
26459,131.020748429586,85.846767464577,1464009300,1,50,0,0
26460,131.214566323201,85.3357881785017,1401443400,1,50,0,0
26461,131.038431066964,85.8782670596675,1462375140,1,0,0,0
26462,131.169594214439,85.3828292854064,1401726000,1,50,0,0
